cell,cell_lat,cell_lon,total_events,dom_vehicle,dom_junction,cell_junction_share,cell_sev_mean,cell_veh_mean,cell_impact_sum,train_events,dom_police_station,pred_daily_viol,actual_daily_viol,pred_total,peak_block,peak_block_label,mean_impact_per_viol,epi_raw,EPI,zone_id
155_189,12.932961724675325,77.58370006753246,77,SCOOTER,BTP218 - Syndicate Bank Junction,1.0,0.648051948051948,0.7116883116883117,52.026,41,Jayanagara,0.2993648284855778,0.9230769230769231,11.675228310937536,2,Morning Peak (08-12),0.676,0.20237062405625061,5.3,22
155_208,12.933154117307692,77.61319281730769,52,CAR,BTP140 - Madiwala Check Post,1.0,0.7115384615384616,0.8500000000000001,49.0516,40,Adugodi,0.416428967972213,0.3076923076923077,16.24072975091631,3,Afternoon (12-16),0.943,0.3926925167977969,9.5,33
155_210,12.933477812195123,77.61552138536585,41,MOTOR CYCLE,BTP140 - Madiwala Check Post,1.0,0.6146341463414634,0.7219512195121951,27.807000000000002,36,Adugodi,0.2289041732451807,0.1282051282051282,8.927262756562046,2,Morning Peak (08-12),0.678,0.15519702946023253,4.2,33
155_215,12.933435230434782,77.6229952478261,23,CAR,No Junction,0.0,0.6434782608695652,0.8956521739130435,14.081999999999999,11,Adugodi,0.07985444991063524,0.3076923076923077,3.1143235465147745,2,Morning Peak (08-12),0.612,0.048870923345308764,1.4,34
155_220,12.9330613555,77.631080555,200,CAR,No Junction,0.0,0.602,0.813,93.342,122,Adugodi,1.4176106114866815,2.0,55.28681384798058,0,Late Night (00-04),0.467,0.6620241555642803,14.6,32
155_221,12.932645163636364,77.63160573636364,22,SCOOTER,No Junction,0.0,0.6,0.7454545454545454,9.828,15,Adugodi,0.17733424790892816,0.1794871794871795,6.916035668448198,3,Afternoon (12-16),0.447,0.07926840881529089,2.2,32
155_258,12.932713318541873,77.68834917239,269,PASSENGER AUTO,No Junction,0.0,0.7773234200743494,1.013011152416357,253.938,202,HAL Old Airport,1.7713549867544636,1.7179487179487178,69.0828444834241,2,Morning Peak (08-12),0.944,1.6721591074962134,28.3,30
155_259,12.93314656508033,77.68894206236213,240,PASSENGER AUTO,No Junction,0.0,0.7145833333333333,0.99625,190.875,184,HAL Old Airport,1.6200285712421014,1.435897435897436,63.181114278441946,2,Morning Peak (08-12),0.795,1.2879227141374707,23.9,30
155_260,12.933464509285217,77.69106562496549,4168,SCOOTER,No Junction,0.0,0.6909069097888675,0.641890595009597,2026.761,3279,HAL Old Airport,26.096647970210444,22.794871794871796,1017.7692708382074,1,Early Morning (04-08),0.486,12.682970913522276,75.4,30
155_261,12.93269345892857,77.69159297738095,168,SCOOTER,No Junction,0.0,0.669047619047619,0.6297619047619047,74.538,165,HAL Old Airport,0.916394637317845,0.07692307692307693,35.73939085539595,1,Early Morning (04-08),0.444,0.40687921896912316,9.8,30
156_145,12.935322996428571,77.5179942482143,56,SCOOTER,No Junction,0.0,0.6982142857142856,0.75,31.305,24,Byatarayanapura,0.1800066446679566,0.8205128205128205,7.020259142050307,1,Early Morning (04-08),0.559,0.10062371436938775,2.8,202
156_157,12.934975307575758,77.53647978939394,198,SCOOTER,No Junction,0.0,0.601010101010101,0.6151515151515151,51.93,189,Banashankari,1.54166618043083,0.23076923076923078,60.12498103680236,0,Late Night (00-04),0.262,0.40391653927287746,9.8,203
156_205,12.935431907692307,77.60818384615385,26,SCOOTER,BTP136 - Hosur-Tavarkere Road Junction,1.0,0.8153846153846154,0.7846153846153846,16.1772,26,Mico Layout,0.19493546968719408,0.0,7.602483317800569,0,Late Night (00-04),0.622,0.12124986214543472,3.3,35
156_207,12.93511125,77.61176784583334,24,PASSENGER AUTO,BTP135 - UCO Bank Junction,1.0,0.8875000000000001,0.9333333333333332,33.189,6,Adugodi,0.07475011913921764,0.46153846153846156,2.9152546464294886,2,Morning Peak (08-12),1.383,0.10337941476953799,2.8,33
156_208,12.93447435376344,77.6126842827957,93,SCOOTER,BTP135 - UCO Bank Junction,1.0,0.689247311827957,0.8032258064516129,89.3854,44,Adugodi,0.45805913411404986,1.2564102564102564,17.864306230447944,3,Afternoon (12-16),0.961,0.4401948278836019,10.5,33
156_209,12.93514830140845,77.6139776140845,71,SCOOTER,BTP135 - UCO Bank Junction,1.0,0.6605633802816901,0.7352112676056338,55.559400000000004,22,Adugodi,0.19998609634879105,1.2564102564102564,7.799457757602851,3,Afternoon (12-16),0.783,0.1565891134411034,4.2,33
156_210,12.934891331914894,77.61596090691489,188,SCOOTER,BTP135 - UCO Bank Junction,1.0,0.6180851063829786,0.7382978723404254,136.981,119,Adugodi,1.0702508541033706,1.7692307692307692,41.739783310031456,3,Afternoon (12-16),0.729,0.7802128726413572,16.6,33
156_211,12.934241477586207,77.61673548793104,58,SCOOTER,BTP140 - Madiwala Check Post,1.0,0.6224137931034484,0.6896551724137931,44.226,31,Adugodi,0.2795006590202603,0.6923076923076923,10.900525701790151,4,Evening Peak (16-20),0.763,0.2132590028324586,5.6,33
156_215,12.934758413636365,77.62322563636364,22,CAR,No Junction,0.0,0.609090909090909,0.8090909090909091,12.738,19,Adugodi,0.14041919917892368,0.07692307692307693,5.476348767978023,2,Morning Peak (08-12),0.579,0.0813027163245968,2.3,34
156_259,12.934232611504981,77.68962166614273,98,SCOOTER,No Junction,0.0,0.8795918367346939,0.7959183673469388,68.565,29,HAL Old Airport,0.2668383505761986,1.7692307692307692,10.406695672471747,2,Morning Peak (08-12),0.7,0.186786845403339,4.9,30
156_260,12.934485577755215,77.69057874089019,1191,SCOOTER,No Junction,0.0,0.7723761544920235,0.6840470193115029,572.162,853,HAL Old Airport,8.92120620217422,8.666666666666666,347.9270418847946,1,Early Morning (04-08),0.48,4.282178977043626,48.0,30
157_145,12.936139027225131,77.51799500261781,191,SCOOTER,No Junction,0.0,0.700523560209424,0.7178010471204188,115.77,127,Byatarayanapura,1.3523016864392365,1.641025641025641,52.739765771130216,2,Morning Peak (08-12),0.606,0.8194948219821773,17.3,204
157_189,12.936630737254902,77.58443270784313,102,SCOOTER,BTP218 - Syndicate Bank Junction,1.0,0.6617647058823529,0.6313725490196077,55.185,88,Wilson Garden,0.7922957719624691,0.358974358974359,30.899535106536295,1,Early Morning (04-08),0.541,0.4286320126316958,10.3,36
157_201,12.936601678048781,77.60174493089431,123,SCOOTER,BTP126 - Dairy Circle,1.0,0.8853658536585365,0.8325203252032519,118.90320000000001,103,Mico Layout,1.0900222883444322,0.5128205128205128,42.51086924543286,1,Early Morning (04-08),0.967,1.054051552829066,20.8,205
157_203,12.93662627027027,77.6055444162162,37,CAR,BTP126 - Dairy Circle,1.0,0.7945945945945946,1.0729729729729731,33.033,36,Mico Layout,0.3345486011273891,0.02564102564102564,13.047395443968174,0,Late Night (00-04),0.893,0.29875190080675845,7.5,35
157_204,12.936422058333333,77.60645080625,48,PASSENGER AUTO,BTP136 - Hosur-Tavarkere Road Junction,1.0,0.7999999999999999,0.9249999999999999,39.7098,33,Mico Layout,0.30211617843041305,0.38461538461538464,11.782530958786111,1,Early Morning (04-08),0.827,0.24985007956195157,6.4,35
157_205,12.935685677777778,77.6080580888889,63,CAR,BTP136 - Hosur-Tavarkere Road Junction,1.0,0.9301587301587302,0.9682539682539683,64.5164,61,Mico Layout,0.558333157286583,0.05128205128205128,21.774993134176732,0,Late Night (00-04),1.024,0.571733153061461,13.0,35
157_207,12.935906177192983,77.61145585438595,57,SCOOTER,BTP135 - UCO Bank Junction,1.0,0.6175438596491227,0.6666666666666666,39.930800000000005,38,Adugodi,0.3402248101768717,0.48717948717948717,13.268767596897995,2,Morning Peak (08-12),0.701,0.23849759193398704,6.2,33
157_209,12.935880706666667,77.61478465666667,30,CAR,BTP135 - UCO Bank Junction,1.0,0.6,0.7933333333333333,23.946,26,Adugodi,0.2582657419423781,0.10256410256410256,10.072363935752747,2,Morning Peak (08-12),0.798,0.20609606207001774,5.4,33
157_210,12.936097307103825,77.61577437978143,549,SCOOTER,BTP135 - UCO Bank Junction,1.0,0.6364298724954462,0.7519125683060109,417.8018,382,Adugodi,3.8219288350522,4.282051282051282,149.05522456703576,2,Morning Peak (08-12),0.761,2.9084878434747243,39.3,33
157_211,12.936314807936506,77.61712047222223,126,CAR,No Junction,0.06349206349206349,0.6515873015873015,0.9087301587301587,80.4264,79,Adugodi,0.7005080909984743,1.205128205128205,27.319815548940497,3,Afternoon (12-16),0.638,0.4469241620570266,10.7,33
157_260,12.935679399729544,77.69036450108561,134,SCOOTER,No Junction,0.0,0.6582089552238806,0.6835820895522388,64.818,104,HAL Old Airport,0.873436330681709,0.7692307692307693,34.06401689658666,2,Morning Peak (08-12),0.484,0.42274318404994715,10.2,30
157_261,12.936308066021148,77.69238922222537,551,MAXI-CAB,No Junction,0.0,0.7557168784029038,0.9090744101633393,302.984,427,HAL Old Airport,3.6651433660939596,3.1794871794871793,142.9405912776644,1,Early Morning (04-08),0.55,2.015828851351678,31.8,30
157_262,12.936224223809523,77.69333064761905,21,MAXI-CAB,No Junction,0.0,0.7809523809523808,1.0285714285714285,12.774000000000001,17,HAL Old Airport,0.18384569775980925,0.10256410256410256,7.1699822126325605,0,Late Night (00-04),0.608,0.11177818423796401,3.1,30
157_269,12.936558586325782,77.70402852486251,40,SCOOTER,No Junction,0.0,0.7899999999999999,0.8275,31.006,36,HAL Old Airport,0.37632205679065533,0.10256410256410256,14.676560214835558,2,Morning Peak (08-12),0.775,0.2916495940127579,7.4,30
158_128,12.937673833333333,77.4926896857143,21,CAR,No Junction,0.0,0.6761904761904761,0.8761904761904761,14.645999999999999,20,Kengeri,0.20637829001633753,0.02564102564102564,8.048753310637164,3,Afternoon (12-16),0.697,0.14384566814138725,3.9,206
158_155,12.938139685365854,77.53323880731708,41,SCOOTER,No Junction,0.0,0.6926829268292682,0.948780487804878,26.96,6,Banashankari,0.052858460825985554,0.8974358974358975,2.0614799722134367,3,Afternoon (12-16),0.658,0.0347808672234985,1.0,207
158_171,12.937948171126848,77.5573720172229,25,CAR,No Junction,0.0,0.7559999999999999,0.848,21.738,16,Basavanagudi,0.16891982647620657,0.23076923076923078,6.587873232572056,2,Morning Peak (08-12),0.87,0.14696024903429972,4.0,208
158_184,12.937775760747662,77.57692155233644,107,CAR,BTP216 - Yediyur Junction,1.0,0.6635514018691588,1.0037383177570094,84.5364,53,Basavanagudi,0.4963256506380041,1.3846153846153846,19.35670037488216,1,Early Morning (04-08),0.79,0.3920972640040233,9.5,37
158_186,12.93808436111111,77.579921275,36,CAR,"BTP186 - 9th Cross, 4th Main, Jayanagar",1.0,0.6111111111111112,0.9777777777777779,31.433999999999997,16,Basavanagudi,0.17445154214142533,0.5128205128205128,6.803610143515588,1,Early Morning (04-08),0.873,0.1522961962894643,4.1,37
158_189,12.937646406976743,77.58446260930232,43,SCOOTER,BTP187 - South End Circle,0.7906976744186046,0.6627906976744186,0.7302325581395348,31.3302,25,Wilson Garden,0.28540252742537703,0.46153846153846156,11.130698569589704,2,Morning Peak (08-12),0.729,0.20805844249309985,5.4,36
158_190,12.937405370819091,77.58516690081483,256,SCOOTER,No Junction,0.19140625,0.629296875,0.6671874999999999,139.683,220,Wilson Garden,1.8720516148801432,0.9230769230769231,73.01001298032558,2,Morning Peak (08-12),0.546,1.0221401817245583,20.3,36
158_195,12.938217710810811,77.5926537054054,74,CAR,No Junction,0.0,0.6067567567567568,1.008108108108108,59.016,39,Wilson Garden,0.4192379618239607,0.8974358974358975,16.350280511134468,2,Morning Peak (08-12),0.798,0.3345518935355207,8.3,209
158_201,12.9374211475,77.60182313499999,40,SCOOTER,BTP126 - Dairy Circle,1.0,0.6649999999999999,0.755,23.686,31,Adugodi,0.30338370347541865,0.23076923076923078,11.831964435541328,1,Early Morning (04-08),0.592,0.17960315245744785,4.8,210
158_207,12.937465656521738,77.61070166521739,23,SCOOTER,BTP136 - Hosur-Tavarkere Road Junction,1.0,0.6826086956521739,0.6956521739130435,14.7056,8,Adugodi,0.08762361426354456,0.38461538461538464,3.417320956278238,1,Early Morning (04-08),0.639,0.055991489514404975,1.6,33
158_217,12.937505652,77.626692044,25,SCOOTER,No Junction,0.0,0.672,0.632,11.046000000000001,18,Adugodi,0.22169743307726172,0.1794871794871795,8.646199890013207,1,Early Morning (04-08),0.442,0.09799026542014969,2.7,38
158_218,12.937192931276755,77.62714461198803,68,MOTOR CYCLE,No Junction,0.0,0.6911764705882353,0.6529411764705882,31.524,51,Adugodi,0.6233378437424949,0.4358974358974359,24.3101759059573,3,Afternoon (12-16),0.464,0.28922875949651766,7.3,38
158_262,12.93767007725833,77.69358854663935,47,PASSENGER AUTO,No Junction,0.0,0.727659574468085,1.0340425531914894,34.554,40,HAL Old Airport,0.3422131713692224,0.1794871794871795,13.346313683399673,1,Early Morning (04-08),0.735,0.2515266809563785,6.5,30
158_265,12.938091099183678,77.69818030266741,172,CAR,No Junction,0.0,0.7343023255813953,0.9220930232558139,129.983,138,HAL Old Airport,1.4131545696730892,0.8717948717948718,55.113028217250466,2,Morning Peak (08-12),0.756,1.0683448546728553,21.0,30
158_266,12.93788626303297,77.69977071847828,90,CAR,No Junction,0.0,0.7144444444444444,0.8366666666666667,61.903,67,HAL Old Airport,0.7079510121499055,0.5897435897435898,27.610089473846315,2,Morning Peak (08-12),0.688,0.48707029635913496,11.4,30
158_267,12.937571635307746,77.70109528579206,94,CAR,No Junction,0.0,0.7436170212765957,0.8872340425531916,72.826,91,HAL Old Airport,0.9758303050840444,0.07692307692307693,38.05738189827774,1,Early Morning (04-08),0.775,0.7562684864401344,16.2,30
158_268,12.937149850633766,77.70244801426908,23,SCOOTER,No Junction,0.0,0.6956521739130435,0.6913043478260869,13.407,20,HAL Old Airport,0.23387817908263125,0.07692307692307693,9.12124898422262,3,Afternoon (12-16),0.583,0.13635097840517402,3.7,30
158_297,12.938060121951219,77.74670455121951,41,SCOOTER,No Junction,0.0,0.8658536585365854,0.8365853658536585,31.592,31,Whitefield,0.2658189817769229,0.2564102564102564,10.366940289299995,0,Late Night (00-04),0.771,0.20494643495000758,5.4,211
159_128,12.93950147142857,77.49302706190477,21,CAR,No Junction,0.0,0.6047619047619047,0.8285714285714285,11.406,17,Jnanabharathi,0.22656908876342763,0.10256410256410256,8.836194461773678,2,Morning Peak (08-12),0.543,0.12302701519854121,3.3,212
159_148,12.939130474999999,77.52297225,20,CAR,No Junction,0.0,0.7,1.08,15.47,6,Byatarayanapura,0.07939884179983535,0.358974358974359,3.0965548301935786,2,Morning Peak (08-12),0.774,0.06145470355307256,1.7,39
159_149,12.939546595,77.523894835,20,SCOOTER,No Junction,0.0,0.735,0.9799999999999999,14.664,12,Byatarayanapura,0.10828569206417388,0.20512820512820512,4.223141990502781,3,Afternoon (12-16),0.733,0.07937341228303946,2.2,39
159_182,12.939833695454546,77.57324941818182,22,SCOOTER,BTP109 - Dewan Madhava Rao Junction,1.0,0.609090909090909,0.7363636363636363,12.987,22,Basavanagudi,0.1400985353176415,0.0,5.463842877388017,1,Early Morning (04-08),0.59,0.08265813583740847,2.3,40
159_184,12.939247886440677,77.57690542203389,59,CAR,BTP216 - Yediyur Junction,1.0,0.6440677966101694,1.0033898305084745,50.1852,32,Basavanagudi,0.3259471229848837,0.6923076923076923,12.711937796410462,1,Early Morning (04-08),0.851,0.277381001660136,7.1,37
159_185,12.938772555999998,77.578378564,25,SCOOTER,"BTP186 - 9th Cross, 4th Main, Jayanagar",1.0,0.6,0.672,13.4784,17,Basavanagudi,0.2127234169632721,0.20512820512820512,8.296213261567612,1,Early Morning (04-08),0.539,0.11465792174320368,3.1,37
159_186,12.938936711387978,77.58003067798623,42,CAR,"BTP186 - 9th Cross, 4th Main, Jayanagar",1.0,0.6357142857142857,0.8380952380952381,33.0954,19,Basavanagudi,0.16516763638647225,0.5897435897435898,6.441537819072417,0,Late Night (00-04),0.788,0.13015209747254014,3.5,37
159_189,12.939373750728155,77.58402592524273,412,SCOOTER,"BTP186 - 9th Cross, 4th Main, Jayanagar",0.9611650485436893,0.6752427184466019,0.6320388349514563,235.7656,88,Wilson Garden,1.5675987723041236,8.307692307692308,61.13635211986083,4,Evening Peak (16-20),0.572,0.8966664977579586,18.5,36
159_217,12.939248821428572,77.6257487857143,28,CAR,No Junction,0.0,0.6107142857142857,0.9428571428571428,15.174,20,Adugodi,0.17198056791024965,0.20512820512820512,6.707242148499735,0,Late Night (00-04),0.542,0.09321346780735532,2.6,38
159_262,12.939675943749998,77.69410626666667,48,MAXI-CAB,No Junction,0.0,0.65,1.0708333333333333,36.648,45,HAL Old Airport,0.5021894922362521,0.07692307692307693,19.585390197213833,1,Early Morning (04-08),0.764,0.3836727720684966,9.4,30
159_263,12.939721476606492,77.69554393328286,1234,CAR,No Junction,0.0,0.9731766612641816,1.0090761750405186,1470.086,928,HAL Old Airport,7.502414346016451,7.846153846153846,292.5941594946416,2,Morning Peak (08-12),1.191,8.935375486105594,66.2,30
159_264,12.93882569676796,77.69683332523492,261,SCOOTER,No Junction,0.0,0.7965517241379311,0.8839080459770114,222.97,225,HAL Old Airport,2.0394729582168916,0.9230769230769231,79.53944537045878,2,Morning Peak (08-12),0.854,1.7417099063172254,29.1,30
159_265,12.93860545909091,77.69780744545454,22,SCOOTER,No Junction,0.0,0.8227272727272726,0.7727272727272727,14.904,19,HAL Old Airport,0.2159174772449989,0.07692307692307693,8.420781612554958,1,Early Morning (04-08),0.677,0.14617613209486427,3.9,30
160_149,12.940584146666668,77.52463473142858,105,SCOOTER,No Junction,0.0,0.7133333333333333,0.739047619047619,70.675,91,Byatarayanapura,0.8044267900593509,0.358974358974359,31.372644812314686,2,Morning Peak (08-12),0.673,0.5413792297099432,12.5,39
160_177,12.940841592590314,77.56666427681363,180,CAR,No Junction,0.0,0.6327777777777778,0.8411111111111111,96.705,117,Basavanagudi,1.015241611805806,1.6153846153846154,39.59442286042645,0,Late Night (00-04),0.537,0.5451847455397179,12.5,41
160_180,12.941054879069767,77.57112310232559,43,SCOOTER,BTP109 - Dewan Madhava Rao Junction,1.0,0.686046511627907,0.7162790697674418,29.354,22,Basavanagudi,0.23715825812362126,0.5384615384615384,9.24917206682123,1,Early Morning (04-08),0.683,0.16197909029843333,4.3,40
160_181,12.940323026595745,77.57289748829788,94,SCOOTER,BTP109 - Dewan Madhava Rao Junction,1.0,0.6031914893617021,0.7148936170212766,59.927400000000006,86,Basavanagudi,0.8050459785891185,0.20512820512820512,31.396793164975623,1,Early Morning (04-08),0.638,0.5136193343398576,12.0,40
160_182,12.940509941666667,77.57327173750001,24,SCOOTER,BTP109 - Dewan Madhava Rao Junction,1.0,0.6375,0.75,13.7306,21,Basavanagudi,0.2060275469108194,0.07692307692307693,8.035074329521956,1,Early Morning (04-08),0.572,0.11784775683298869,3.2,40
160_189,12.940836657692309,77.58406428461538,26,CAR,"BTP186 - 9th Cross, 4th Main, Jayanagar",0.9615384615384616,0.6269230769230769,0.9538461538461539,23.6812,0,UNKNOWN,0.0,0.6666666666666666,0.0,0,Late Night (00-04),0.911,0.0,0.0,36
160_206,12.940213095833334,77.6092963375,24,CAR,BTP133 - Adugodi Junction,1.0,0.6124999999999999,0.9416666666666668,11.817,9,Adugodi,0.0794465773897204,0.38461538461538464,3.098416518199096,0,Late Night (00-04),0.492,0.039087716075742435,1.1,213
160_213,12.940505835294118,77.62020658235294,34,SCOOTER,No Junction,0.0,0.6852941176470587,0.7294117647058824,15.444,7,Adugodi,0.07164971873100645,0.6923076923076923,2.7943390305092515,0,Late Night (00-04),0.454,0.03252897230387693,0.9,214
160_216,12.940429420000001,77.62494513499999,20,MOTOR CYCLE,No Junction,0.0,0.655,0.72,9.19,18,Adugodi,0.16910867221245454,0.05128205128205128,6.595238216285727,3,Afternoon (12-16),0.459,0.07762088054551664,2.2,38
160_264,12.941277811593267,77.69641904773098,33,CAR,No Junction,0.0,0.7999999999999999,0.9636363636363636,31.062,32,HAL Old Airport,0.28106633152958255,0.02564102564102564,10.961586929653722,2,Morning Peak (08-12),0.941,0.26448341796933716,6.8,30
161_150,12.942316076,77.52550072,25,CAR,BTP098 - Nayandahalli Junction,0.76,0.772,1.124,27.7949,10,Byatarayanapura,0.12877096737672145,0.38461538461538464,5.022067727692137,2,Morning Peak (08-12),1.112,0.14319331572291427,3.9,39
161_175,12.941726090286972,77.56344906892619,20,SCOOTER,No Junction,0.0,0.7,0.6,11.004,4,Basavanagudi,0.01622485540133245,0.41025641025641024,0.6327693606519655,2,Morning Peak (08-12),0.55,0.008923670470732848,0.3,215
161_177,12.941698545833333,77.566822875,24,CAR,No Junction,0.0,0.6291666666666667,0.9500000000000001,15.804,12,Basavanagudi,0.12433884882919176,0.3076923076923077,4.849215104338478,1,Early Morning (04-08),0.658,0.08181496252960818,2.3,41
161_178,12.942398811931136,77.56749520379125,143,CAR,No Junction,0.0,0.6587412587412587,0.8902097902097902,77.884,70,Basavanagudi,0.7063228414265922,1.8717948717948718,27.546590815637092,1,Early Morning (04-08),0.545,0.38494594857749276,9.4,41
161_180,12.942554554355402,77.57113477874564,287,SCOOTER,BTP108 - Tagore Park Junction,1.0,0.6986062717770035,0.6871080139372822,205.1998,197,Basavanagudi,1.9778813189024989,2.3076923076923075,77.13737143719747,2,Morning Peak (08-12),0.715,1.4141851430152865,25.4,40
161_181,12.94219590625,77.57235505416666,48,CAR,BTP109 - Dewan Madhava Rao Junction,1.0,0.6916666666666665,0.9854166666666666,41.3101,35,Basavanagudi,0.335486291862814,0.3333333333333333,13.083965382649746,0,Late Night (00-04),0.861,0.2888536972938828,7.3,40
161_214,12.942107087719299,77.6221013982456,57,CAR,No Junction,0.0,0.6280701754385964,0.8245614035087719,28.98,48,Adugodi,0.42805829980675053,0.23076923076923078,16.69427369246327,1,Early Morning (04-08),0.508,0.21745361630182927,5.7,216
161_215,12.94222556,77.62291205333334,30,CAR,No Junction,0.0,0.61,0.8533333333333334,16.002,30,Adugodi,0.2589013253155442,0.0,10.097151687306225,1,Early Morning (04-08),0.533,0.13799440639318508,3.7,217
161_264,12.942228109377089,77.69697975608709,99,CAR,No Junction,0.0,0.8646464646464646,1.0646464646464646,105.992,60,HAL Old Airport,0.6433734968328114,1.0,25.091566376479644,2,Morning Peak (08-12),1.071,0.689053015107941,15.1,30
161_298,12.942296913793104,77.7472602086207,58,CAR,No Junction,0.0,0.8224137931034482,0.9482758620689655,48.944,48,Whitefield,0.48478805780930795,0.2564102564102564,18.90673425456301,2,Morning Peak (08-12),0.844,0.4091611207910559,9.9,218
162_151,12.944133099999998,77.52678718,25,MAXI-CAB,BTP098 - Nayandahalli Junction,1.0,0.66,1.1239999999999999,18.1038,21,Byatarayanapura,0.21162409713132993,0.10256410256410256,8.253339788121867,0,Late Night (00-04),0.724,0.15321584632308285,4.1,39
162_178,12.943248352836845,77.56788455242571,50,CAR,No Junction,0.02,0.6259999999999999,0.898,27.686,47,Basavanagudi,0.3799163766465047,0.07692307692307693,14.816738689213683,1,Early Morning (04-08),0.554,0.2104736726621636,5.5,41
162_180,12.943540527587702,77.5710733793876,582,SCOOTER,BTP108 - Tagore Park Junction,1.0,0.7077319587628865,0.6838487972508591,404.1778,397,Basavanagudi,4.045002984080076,4.743589743589744,157.75511637912297,2,Morning Peak (08-12),0.694,2.8072320709515726,38.5,40
162_181,12.94388224623656,77.57264873333332,93,CAR,BTP108 - Tagore Park Junction,1.0,0.6182795698924731,0.8774193548387096,68.9598,86,Basavanagudi,0.6841339035651288,0.1794871794871795,26.681222239040025,1,Early Morning (04-08),0.742,0.5076273564453255,11.8,40
162_182,12.94405710476228,77.57329564141686,112,CAR,BTP108 - Tagore Park Junction,1.0,0.6116071428571429,0.9812500000000001,94.7661,75,Basavanagudi,0.7392923254211641,0.9487179487179487,28.8324006914254,1,Early Morning (04-08),0.846,0.6254413073063048,14.0,40
162_190,12.943643344,77.58569130400001,25,CAR,No Junction,0.0,0.704,0.9840000000000001,20.76,13,Wilson Garden,0.12942544383781843,0.3076923076923077,5.0475923096749185,2,Morning Peak (08-12),0.83,0.10742311838538929,2.9,219
162_264,12.943761676067771,77.6972692495088,44,CAR,No Junction,0.0,0.8340909090909091,1.009090909090909,39.216,21,HAL Old Airport,0.15889679350530153,0.5897435897435898,6.196974946706759,1,Early Morning (04-08),0.891,0.14157704301322366,3.8,30
162_265,12.943679065326902,77.69781162179902,151,CAR,No Junction,0.0,0.8112582781456954,1.032450331125828,127.01,128,HAL Old Airport,1.2485630390382176,0.5897435897435898,48.69395852249049,1,Early Morning (04-08),0.841,1.050041515831141,20.7,30
163_152,12.945405433333335,77.5286700962963,27,SCOOTER,BTP098 - Nayandahalli Junction,1.0,0.7703703703703704,0.9259259259259259,23.2479,19,Byatarayanapura,0.1958681674893081,0.20512820512820512,7.638858532083016,1,Early Morning (04-08),0.861,0.16864249220829428,4.5,39
163_180,12.945279041063575,77.57106680321196,609,SCOOTER,BTP108 - Tagore Park Junction,1.0,0.6489326765188834,0.7436781609195402,447.2806,427,Basavanagudi,4.073321480607091,4.666666666666667,158.85953774367653,2,Morning Peak (08-12),0.734,2.989817966765605,39.9,40
163_181,12.945007281882988,77.57179573004613,88,SCOOTER,BTP108 - Tagore Park Junction,1.0,0.6590909090909091,0.740909090909091,53.0296,60,Basavanagudi,0.5139374073051617,0.717948717948718,20.043558884901305,0,Late Night (00-04),0.603,0.3099042566050125,7.8,40
163_186,12.945369557575757,77.57998246060606,33,CAR,BTP185 - RV Teachers College,1.0,0.6333333333333333,0.9757575757575758,31.8162,30,Basavanagudi,0.1967536027805091,0.07692307692307693,7.673390508439854,2,Morning Peak (08-12),0.964,0.18967047308041077,5.0,220
163_191,12.94565615652174,77.58719239130436,23,SCOOTER,No Junction,0.0,0.6,0.7391304347826086,6.528,11,Wilson Garden,0.08924291904999326,0.3076923076923077,3.4804738429497375,0,Late Night (00-04),0.284,0.025344989010198084,0.7,42
163_196,12.9450947813232,77.59500020756637,226,SCOOTER,"BTP123 - 10th Cross, Wilson Garden",1.0,0.6225663716814159,0.6858407079646017,144.46120000000002,140,Wilson Garden,1.5357428187892828,2.2051282051282053,59.89396993278203,2,Morning Peak (08-12),0.639,0.9813396612063517,19.7,43
163_197,12.945539767857143,77.59616123214286,28,CAR,"BTP123 - 10th Cross, Wilson Garden",1.0,0.625,0.8928571428571429,24.0006,14,Wilson Garden,0.1410524078442004,0.358974358974359,5.501043905923815,2,Morning Peak (08-12),0.857,0.12088191352247973,3.3,43
163_198,12.944717385185186,77.59711599814815,54,CAR,"BTP123 - 10th Cross, Wilson Garden",1.0,0.6277777777777778,0.9925925925925926,45.4662,33,Wilson Garden,0.34200789500031914,0.5384615384615384,13.338307905012446,0,Late Night (00-04),0.842,0.2879706475902687,7.3,43
163_265,12.945241821691532,77.69815369002407,126,CAR,No Junction,0.0,0.7992063492063493,1.0666666666666667,91.904,120,HAL Old Airport,1.311378488967471,0.15384615384615385,51.14376106973137,1,Early Morning (04-08),0.729,0.9559949184572862,19.3,30
164_154,12.946758460000002,77.53154353,20,LORRY/GOODS VEHICLE,BTP098 - Nayandahalli Junction,1.0,0.9400000000000001,1.2449999999999999,22.9242,17,Byatarayanapura,0.16224424188475886,0.07692307692307693,6.3275254335055955,0,Late Night (00-04),1.146,0.18593190119993364,4.9,221
164_179,12.946513332,77.56967074399999,25,CAR,BTP215 - Vanivillas Junction,1.0,0.628,0.92,21.2706,19,Basavanagudi,0.14371109764106574,0.15384615384615385,5.604732808001565,2,Morning Peak (08-12),0.851,0.12229814409254694,3.3,40
164_180,12.946338133333334,77.5702482111111,27,CAR,BTP215 - Vanivillas Junction,1.0,0.6296296296296297,0.8666666666666666,23.0828,14,Basavanagudi,0.12058143340062741,0.3333333333333333,4.702675902624469,2,Morning Peak (08-12),0.855,0.10309712555753643,2.8,40
