cell,cell_lat,cell_lon,total_events,dom_vehicle,dom_junction,cell_junction_share,cell_sev_mean,cell_veh_mean,cell_impact_sum,train_events,dom_police_station,pred_daily_viol,actual_daily_viol,pred_total,peak_block,peak_block_label,mean_impact_per_viol,epi_raw,EPI,zone_id
182_187,12.973406167272728,77.58113493963637,275,CAR,BTP038 - Mysore Bank Junction,1.0,0.6781818181818182,0.968,285.1836,223,Upparpet,1.97005763540741,1.3333333333333333,76.832247780889,1,Early Morning (04-08),1.037,2.042949767917484,32.1,48
182_188,12.973657857843136,77.58277066176471,102,PASSENGER AUTO,BTP038 - Mysore Bank Junction,1.0,0.6470588235294118,0.9215686274509803,88.218,102,Halasuru Gate,0.7184229214810881,0.0,28.01849393776244,1,Early Morning (04-08),0.865,0.6214358270811412,13.9,48
182_200,12.973184377272728,77.60033377272727,22,CAR,No Junction,0.0,0.609090909090909,0.9363636363636364,14.64,22,Cubbon Park,0.19085135139783374,0.0,7.443202704515516,2,Morning Peak (08-12),0.665,0.12691614867955944,3.4,260
182_204,12.973845046268655,77.60717218507463,67,SCOOTER,No Junction,0.0,0.6313432835820895,0.68955223880597,34.77,44,Ashok Nagar,0.4659432699455512,0.5897435897435898,18.171787527876496,2,Morning Peak (08-12),0.519,0.24182455710174108,6.2,69
182_205,12.974136141666667,77.607735303125,96,SCOOTER,No Junction,0.0,0.6833333333333332,0.6572916666666667,54.95,93,Ashok Nagar,0.6461395444651881,0.07692307692307693,25.199442234142335,2,Morning Peak (08-12),0.572,0.36959181943408753,9.1,69
182_206,12.973723621052633,77.60945228721805,133,CAR,No Junction,0.0,0.6045112781954887,0.9052631578947369,99.288,128,Ashok Nagar,0.9578081139822279,0.1282051282051282,37.354516445306885,2,Morning Peak (08-12),0.747,0.7154826611447243,15.6,69
182_207,12.973818154347827,77.61094303260869,46,CAR,No Junction,0.0,0.6173913043478261,0.8717391304347827,25.692,46,Ashok Nagar,0.37814636687825937,0.0,14.747708308252113,1,Early Morning (04-08),0.559,0.211383819084947,5.5,69
182_208,12.973741093548387,77.61292091290322,31,CAR,No Junction,0.0,0.6,0.9870967741935484,18.036,30,Ashok Nagar,0.2505720062190466,0.02564102564102564,9.772308242542815,1,Early Morning (04-08),0.582,0.14583290761948509,3.9,69
182_209,12.973689169776875,77.61445213590264,493,CAR,No Junction,0.0,0.6121703853955376,1.0501014198782963,320.67,394,Halasur,3.514625185308546,2.5384615384615383,137.0703822270333,1,Early Morning (04-08),0.65,2.284506370450555,34.3,69
182_210,12.973341745821326,77.61558593083573,347,PASSENGER AUTO,No Junction,0.0,0.6115273775216138,1.0409221902017292,220.23,273,Halasur,2.5639028932876307,1.8974358974358974,99.9922128382176,1,Early Morning (04-08),0.635,1.6280783372376455,27.9,69
182_211,12.973200383928571,77.61688539107142,56,PASSENGER AUTO,No Junction,0.0,0.6214285714285713,1.0214285714285716,36.26,43,Halasur,0.42714580585526224,0.3333333333333333,16.658686428355228,1,Early Morning (04-08),0.648,0.27679048219420993,7.0,69
182_213,12.973485784757571,77.62012745302114,117,CAR,No Junction,0.0,0.6042735042735043,1.0256410256410255,86.574,82,Halasur,0.9258264857080903,0.8974358974358975,36.107232942615525,2,Morning Peak (08-12),0.74,0.6851115994239868,15.0,69
182_214,12.973234370930234,77.62196049651163,86,CAR,No Junction,0.0,0.6348837209302326,0.9604651162790697,49.676,72,Halasur,0.6294512651977661,0.358974358974359,24.548599342712873,1,Early Morning (04-08),0.578,0.36382283128430876,8.9,69
182_215,12.973833062611275,77.62321973234421,337,CAR,No Junction,0.0,0.6201780415430267,0.9816023738872404,203.102,289,Halasur,2.361642136566808,1.2307692307692308,92.10404332610553,1,Early Morning (04-08),0.603,1.4240702083497851,25.5,69
182_217,12.973597311999999,77.626217112,25,CAR,No Junction,0.0,0.6,0.8640000000000001,12.924,22,Halasur,0.2310080792488932,0.07692307692307693,9.009315090706833,1,Early Morning (04-08),0.517,0.11943117697167778,3.3,69
182_273,12.974071571428572,77.71083158857142,35,MAXI-CAB,No Junction,0.0,0.7,1.1600000000000001,20.244,35,Mahadevapura,0.3408768863879118,0.0,13.29419856912856,0,Late Night (00-04),0.578,0.19702684033221302,5.2,70
182_274,12.97372302,77.71116764,25,MAXI-CAB,No Junction,0.0,0.7,1.196,17.619,23,Mahadevapura,0.2234471574200949,0.05128205128205128,8.714439139383702,1,Early Morning (04-08),0.705,0.1575302459811669,4.2,70
183_163,12.974647701043025,77.54512700886572,767,SCOOTER,BTP020 - Hosahalli Metro Station,1.0,0.6598435462842243,0.6376792698826597,469.41830000000004,656,Vijayanagara,4.98011029557133,2.8461538461538463,194.22430152728182,1,Early Morning (04-08),0.612,3.047827500889654,40.3,62
183_164,12.974643637241378,77.54693828482759,145,SCOOTER,BTP069 - MC Circle,1.0,0.6668965517241379,0.6413793103448275,82.75800000000001,97,Vijayanagara,0.8001979445315162,1.2307692307692308,31.20771983672913,1,Early Morning (04-08),0.571,0.4569130263274957,10.8,62
183_165,12.974922073540199,77.5481283639682,112,SCOOTER,BTP069 - MC Circle,1.0,0.6937499999999999,0.8258928571428571,93.1502,72,Vijayanagara,0.6105639274546146,1.0256410256410255,23.81199317072997,1,Early Morning (04-08),0.832,0.5079891876422393,11.8,62
183_168,12.975172520289854,77.55228229420291,69,SCOOTER,BTP071 - Prasanna Junction,1.0,0.6492753623188405,0.7681159420289855,49.6938,53,Magadi Road,0.5130761990002276,0.41025641025641024,20.009971761008877,1,Early Morning (04-08),0.72,0.3694148632801639,9.1,62
183_169,12.975477313280432,77.55405140945061,34,SCOOTER,BTP071 - Prasanna Junction,1.0,0.6705882352941176,0.7823529411764705,23.020400000000002,15,Magadi Road,0.1325813121627469,0.48717948717948717,5.170671174347129,1,Early Morning (04-08),0.677,0.08975754833417966,2.5,62
183_170,12.975673146875,77.555881921875,32,SCOOTER,BTP071 - Prasanna Junction,1.0,0.678125,0.85625,20.982,21,Magadi Road,0.229732806936809,0.28205128205128205,8.959579470535552,0,Late Night (00-04),0.656,0.15070472135054672,4.0,62
183_171,12.975596404040653,77.557456537601,76,SCOOTER,No Junction,0.05263157894736842,0.6342105263157894,0.7263157894736841,39.503,48,Magadi Road,0.47462101492785524,0.717948717948718,18.510219582186355,2,Morning Peak (08-12),0.52,0.24680292776248475,6.4,62
183_172,12.975734415703169,77.55888154390068,605,SCOOTER,No Junction,0.0,0.6355371900826446,0.636198347107438,259.172,438,Magadi Road,3.9333621619396237,4.282051282051282,153.4011243156453,1,Early Morning (04-08),0.428,1.683479005310159,28.5,62
183_173,12.975735490461851,77.56038043584255,377,SCOOTER,BTP074 - Leprosy Hospital Junction,0.8885941644562334,0.6896551724137931,0.7092838196286472,264.2366,278,Magadi Road,2.5471233859053077,2.5384615384615383,99.337812050307,2,Morning Peak (08-12),0.701,1.7855334935196205,29.5,62
183_174,12.975642141739476,77.5614837966954,332,SCOOTER,BTP074 - Leprosy Hospital Junction,1.0,0.6993975903614458,0.766867469879518,260.0702,173,Magadi Road,1.808035882729843,4.076923076923077,70.51339942646388,2,Morning Peak (08-12),0.783,1.4156920961774673,25.4,62
183_175,12.975101276666667,77.56282982666667,30,CAR,BTP074 - Leprosy Hospital Junction,1.0,0.73,1.0533333333333332,23.283,25,Magadi Road,0.16865180786923203,0.1282051282051282,6.57742050690005,1,Early Morning (04-08),0.776,0.13087380290652406,3.5,62
183_180,12.975352128877004,77.57078732299465,187,PASSENGER AUTO,BTP048 - Shanthala Junction,1.0,0.7074866310160427,0.9368983957219251,150.2631,126,Chamarajpet,1.161743710893013,1.564102564102564,45.308004724827505,0,Late Night (00-04),0.804,0.9340419435579825,19.0,48
183_183,12.975401487284966,77.5753034053104,1337,CAR,BTP040 - Elite Junction,1.0,0.6794315632011967,0.9169783096484667,1239.8061,993,Upparpet,9.260110128255405,8.820512820512821,361.14429500196087,2,Morning Peak (08-12),0.927,8.58412208889276,65.2,48
183_184,12.97553249824664,77.57663915336062,1711,SCOOTER,BTP040 - Elite Junction,1.0,0.6615429573348918,0.7219754529514903,1296.1013,1355,Upparpet,11.337660464301551,9.128205128205128,442.16875810776054,2,Morning Peak (08-12),0.758,8.593946631940575,65.2,48
183_185,12.97556400626822,77.5783592680758,686,SCOOTER,BTP044 - Sagar Theatre Junction,1.0,0.6389212827988338,0.7975218658892128,557.8443,457,Upparpet,4.217835864885895,5.871794871794871,164.49559873054991,2,Morning Peak (08-12),0.813,3.4291005581522325,42.9,48
183_186,12.9756765875,77.57922390892858,112,CAR,BTP044 - Sagar Theatre Junction,1.0,0.6696428571428571,0.9375,114.78999999999999,86,Upparpet,0.7838933465618211,0.6666666666666666,30.57184051591102,2,Morning Peak (08-12),1.025,0.8034906802258666,17.0,48
183_187,12.975659905594405,77.5814690555944,286,CAR,BTP038 - Mysore Bank Junction,1.0,0.7167832167832168,1.0538461538461539,312.4615,248,Upparpet,1.9704161408299508,0.9743589743589743,76.84622949236807,1,Early Morning (04-08),1.093,2.153664841927136,33.1,48
183_188,12.975433334299517,77.58247963091787,207,CAR,BTP038 - Mysore Bank Junction,1.0,0.6830917874396135,1.0304347826086957,231.2505,173,Upparpet,1.535270321254127,0.8717948717948718,59.875542528910955,2,Morning Peak (08-12),1.117,1.7148969488408599,28.8,48
183_199,12.975702195238094,77.59956136190476,21,SCOOTER,No Junction,0.0,0.7047619047619047,0.8,11.554,19,Cubbon Park,0.1205950304243925,0.05128205128205128,4.7032061865513075,1,Early Morning (04-08),0.55,0.06632726673341588,1.9,261
183_202,12.975094504687501,77.6039920359375,64,SCOOTER,No Junction,0.015625,0.61875,0.7,33.682,61,Cubbon Park,0.32656594461402355,0.07692307692307693,12.736071839946916,3,Afternoon (12-16),0.526,0.1717736868669764,4.6,69
183_203,12.974969263636364,77.6054094969697,33,SCOOTER,No Junction,0.18181818181818182,0.6303030303030304,0.793939393939394,21.237,19,Cubbon Park,0.174189042246229,0.358974358974359,6.793372647602931,2,Morning Peak (08-12),0.644,0.11217774320657148,3.1,69
183_204,12.974879986486487,77.6067718054054,37,CAR,BTP051 - Safina Plaza Junction,0.5135135135135135,0.6648648648648648,0.9027027027027027,35.145,25,Cubbon Park,0.2118972194393052,0.3076923076923077,8.263991558132902,2,Morning Peak (08-12),0.95,0.20130235846733993,5.3,69
183_205,12.974837776684625,77.60791041629969,114,SCOOTER,BTP051 - Safina Plaza Junction,0.5,0.6600877192982456,0.7771929824561403,82.2154,107,Ashok Nagar,0.8876122273890693,0.1794871794871795,34.61687686817371,2,Morning Peak (08-12),0.721,0.639968415947519,14.3,69
183_209,12.975130677272727,77.61456213636365,22,PASSENGER AUTO,No Junction,0.0,0.6227272727272727,1.0636363636363635,13.986,20,Halasur,0.17325044222780214,0.05128205128205128,6.756767246884284,1,Early Morning (04-08),0.636,0.11018728125688217,3.0,69
183_212,12.975098835,77.618710025,20,CAR,No Junction,0.0,0.6799999999999999,1.1,13.692,10,Halasur,0.07166770809505447,0.2564102564102564,2.795040615707124,1,Early Morning (04-08),0.685,0.04909238004511232,1.4,69
183_213,12.975234223804355,77.62019650394264,160,CAR,No Junction,0.0,0.7024999999999999,0.925,119.348,118,Halasur,0.9317620670810438,1.0769230769230769,36.33872061616071,2,Morning Peak (08-12),0.746,0.6950945020424587,15.2,69
183_214,12.975058709999999,77.621444425,20,CAR,No Junction,0.0,0.63,1.04,14.064,17,Halasur,0.10924279876532356,0.07692307692307693,4.260469151847618,2,Morning Peak (08-12),0.703,0.07679768753202246,2.1,69
183_216,12.9748505688687,77.62516198435299,38,CAR,No Junction,0.0,0.7105263157894737,0.8789473684210526,27.122,30,Halasur,0.27241586500915094,0.20512820512820512,10.624218735356887,1,Early Morning (04-08),0.714,0.19450492761653376,5.1,69
183_217,12.97533252121212,77.62591408787878,33,CAR,No Junction,0.0,0.8090909090909091,0.896969696969697,31.266,27,Halasur,0.235011496199943,0.15384615384615385,9.165448351797778,2,Morning Peak (08-12),0.947,0.222555886901346,5.8,69
183_273,12.974930046341465,77.71076577073171,41,MAXI-CAB,No Junction,0.0,0.7121951219512195,1.1658536585365853,25.83,41,Mahadevapura,0.3766127729577153,0.0,14.687898145350893,0,Late Night (00-04),0.63,0.23726604696336062,6.1,70
183_274,12.97503772,77.71113806,20,MAXI-CAB,No Junction,0.0,0.695,1.1400000000000001,13.05,20,HAL Old Airport,0.24496335189520096,0.0,9.553570723912838,1,Early Morning (04-08),0.653,0.15996106878756625,4.3,70
184_154,12.97612748611111,77.53170672499999,36,SCOOTER,BTP214 - 5th Main Chamrajpet  Junction,1.0,0.7083333333333334,0.8,29.3098,27,Vijayanagara,0.2279116533964831,0.23076923076923078,8.88855448246284,2,Morning Peak (08-12),0.814,0.18552008586473723,4.9,262
184_163,12.976839616158536,77.5454831875,328,SCOOTER,BTP068 - Veeresh Theatre Junction,1.0,0.625,0.6329268292682927,193.1124,219,Vijayanagara,1.730747831146672,2.7948717948717947,67.49916541472021,2,Morning Peak (08-12),0.589,1.0194104725453896,20.3,62
184_165,12.976762067567568,77.54869007297297,37,LORRY/GOODS VEHICLE,BTP069 - MC Circle,1.0,0.672972972972973,1.1756756756756757,46.5569,19,Magadi Road,0.1412526220350434,0.46153846153846156,5.508852259366692,2,Morning Peak (08-12),1.258,0.1776957985200846,4.7,62
184_180,12.977199161310258,77.57076277614338,809,PASSENGER AUTO,BTP048 - Shanthala Junction,1.0,0.6864029666254635,0.9789864029666254,694.1142,514,Chamarajpet,4.874966433682093,7.564102564102564,190.12369091360162,1,Early Morning (04-08),0.858,4.182721200099236,47.4,48
184_182,12.97723592180851,77.57417321702128,188,PASSENGER AUTO,BTP045 - Danvanthri Road Junction,1.0,0.6976063829787235,0.8680851063829786,165.932,123,Upparpet,1.1998166663260452,1.6666666666666667,46.792849986715765,2,Morning Peak (08-12),0.883,1.059438116365898,20.8,48
184_183,12.976906187316176,77.57550791011029,1632,SCOOTER,BTP040 - Elite Junction,1.0,0.6724877450980392,0.8582107843137254,1260.1654,1231,Upparpet,11.23697202061525,10.282051282051283,438.24190880399476,2,Morning Peak (08-12),0.772,8.674942399914974,65.4,48
184_184,12.976881676221986,77.57684184685165,4685,SCOOTER,BTP040 - Elite Junction,1.0,0.635624332977588,0.7404055496264674,3455.1855,3181,Upparpet,32.549244344836765,38.56410256410256,1269.4205294486335,2,Morning Peak (08-12),0.737,23.988793082144696,92.8,48
184_185,12.976609506103543,77.57825497291553,1835,CAR,BTP044 - Sagar Theatre Junction,1.0,0.6340054495912806,0.8009264305177112,1332.487,1371,Upparpet,12.606340746336096,11.897435897435898,491.6472891071077,2,Morning Peak (08-12),0.726,9.152203381840005,66.8,48
184_186,12.976926416149462,77.57981180690311,1579,CAR,BTP044 - Sagar Theatre Junction,1.0,0.6649778340721976,0.9796073464217859,1468.181,1227,Upparpet,10.75177209743951,9.025641025641026,419.3191118001409,2,Morning Peak (08-12),0.93,9.999148050618745,69.1,48
184_187,12.976458348314607,77.58074330337078,89,CAR,BTP044 - Sagar Theatre Junction,1.0,0.6932584269662921,1.1146067415730336,93.9224,83,Upparpet,0.8851950310167271,0.15384615384615385,34.52260620965236,1,Early Morning (04-08),1.055,0.9338807577226471,19.0,48
184_188,12.976329266216217,77.58329792297297,74,CAR,BTP037 - KR Circle,1.0,0.6783783783783783,0.9662162162162162,70.395,68,Upparpet,0.6410042669803525,0.15384615384615385,24.99916641223375,1,Early Morning (04-08),0.951,0.6095950578983153,13.7,48
184_189,12.976749909090909,77.58377710606061,33,CAR,BTP037 - KR Circle,1.0,0.7242424242424242,0.9212121212121211,30.524,33,Halasuru Gate,0.3135705218896515,0.0,12.229250353696411,1,Early Morning (04-08),0.925,0.29005273274792764,7.3,48
184_192,12.976838416184972,77.5889753618497,173,CAR,BTP041 - Gopal Gowda Circle,1.0,0.6104046242774566,0.8265895953757225,115.8378,152,Cubbon Park,1.0663090176862953,0.5384615384615384,41.58605168976552,0,Late Night (00-04),0.67,0.7144270418498179,15.5,71
184_193,12.977266628125,77.590233290625,32,CAR,BTP041 - Gopal Gowda Circle,1.0,0.796875,0.8125,28.259400000000003,12,Cubbon Park,0.11168057372314223,0.5128205128205128,4.355542375202547,2,Morning Peak (08-12),0.883,0.09861394659753459,2.7,71
184_194,12.977332859782608,77.5912306173913,92,MOTOR CYCLE,BTP041 - Gopal Gowda Circle,1.0,0.6326086956521738,0.6543478260869565,34.0548,42,Cubbon Park,0.3114497214732542,1.2820512820512822,12.146539137456916,0,Late Night (00-04),0.37,0.11523639694510407,3.1,71
184_199,12.976273760714287,77.59930059821428,56,SCOOTER,No Junction,0.125,0.6785714285714286,0.7696428571428572,35.049,48,Cubbon Park,0.24617937277910706,0.20512820512820512,9.600995538385177,1,Early Morning (04-08),0.626,0.154108287359721,4.1,263
184_217,12.976617644000001,77.62664086800001,25,CAR,No Junction,0.0,0.824,0.96,26.64,23,Halasur,0.20719275344838117,0.05128205128205128,8.080517384486864,2,Morning Peak (08-12),1.066,0.22086747517597435,5.8,69
185_160,12.97886192857143,77.54100149047619,21,SCOOTER,BTP067 - Jai Muni Rao Circle,1.0,0.6619047619047619,0.8428571428571429,16.996199999999998,16,Magadi Road,0.18656254318969218,0.1282051282051282,7.275939184397996,2,Morning Peak (08-12),0.809,0.15092909744046099,4.1,62
185_161,12.97855123369401,77.5423927588348,144,SCOOTER,BTP067 - Jai Muni Rao Circle,1.0,0.6833333333333332,0.7902777777777777,115.2294,118,Magadi Road,1.0508018325595465,0.6666666666666666,40.98127146982232,2,Morning Peak (08-12),0.8,0.8406414660476372,17.6,62
185_162,12.978346258154573,77.54369303200879,169,CAR,BTP067 - Jai Muni Rao Circle,1.0,0.6550295857988165,0.8254437869822485,140.2622,143,Magadi Road,1.291712991183268,0.6666666666666666,50.37680665614746,2,Morning Peak (08-12),0.83,1.0721217826821126,21.0,62
185_163,12.977832218918918,77.54508762702703,74,CAR,BTP068 - Veeresh Theatre Junction,1.0,0.6486486486486487,0.8040540540540541,61.0038,54,Vijayanagara,0.5352259466904199,0.5128205128205128,20.873811920926375,2,Morning Peak (08-12),0.824,0.44102618007290595,10.5,62
185_168,12.978151576,77.553199764,25,SCOOTER,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1.0,0.6839999999999999,0.7759999999999999,20.6154,24,Magadi Road,0.2385595719175341,0.02564102564102564,9.303823304783828,2,Morning Peak (08-12),0.825,0.19681164683196561,5.2,75
185_180,12.978034439795918,77.57078163979591,196,PASSENGER AUTO,BTP048 - Shanthala Junction,1.0,0.7704081632653061,0.9826530612244898,210.15800000000002,158,Chamarajpet,1.3193044842551418,0.9743589743589743,51.45287488595053,2,Morning Peak (08-12),1.072,1.414294407121512,25.4,48
185_181,12.97850465483871,77.57247152903226,31,CAR,BTP057 - Anand Rao Junction,1.0,0.7,1.1612903225806452,35.770799999999994,27,Upparpet,0.28391534668201157,0.10256410256410256,11.072698520598452,0,Late Night (00-04),1.154,0.3276383100710413,8.2,48
185_182,12.978189502264685,77.5737426143666,1413,CAR,BTP057 - Anand Rao Junction,1.0,0.6922859164897381,0.9473460721868364,1252.8867,1067,Upparpet,9.473312708682565,8.871794871794872,369.45919563862,1,Early Morning (04-08),0.887,8.402828372601435,64.6,48
185_183,12.978151760826771,77.57532341240157,1524,SCOOTER,BTP045 - Danvanthri Road Junction,1.0,0.6698490813648293,0.8383202099737532,1263.8925,1154,Upparpet,10.025097372831699,9.487179487179487,390.9787975404362,2,Morning Peak (08-12),0.829,8.310805722077477,64.3,48
185_184,12.977823169758064,77.5769626795363,992,CAR,BTP040 - Elite Junction,1.0,0.6418346774193547,0.8420362903225806,680.1847,664,Upparpet,6.052546186639211,8.41025641025641,236.04930127892928,0,Late Night (00-04),0.686,4.1520466840345,47.3,48
185_185,12.9783011880226,77.57828088248588,885,CAR,BTP058 - Subbanna Junction,1.0,0.6387570621468927,0.9737853107344632,532.389,530,Upparpet,5.303835302713771,9.102564102564102,206.84957680583707,0,Late Night (00-04),0.602,3.19290885223369,41.3,48
185_186,12.978217176494656,77.57964615789926,1345,CAR,BTP058 - Subbanna Junction,1.0,0.6294423791821561,0.9427509293680297,963.6146,953,Upparpet,8.788749201117684,10.051282051282051,342.7612188435897,0,Late Night (00-04),0.716,6.292744428000261,57.3,48
185_187,12.978661712730318,77.58089166499163,597,CAR,BTP058 - Subbanna Junction,0.8710217755443886,0.6388609715242881,0.871356783919598,472.87469999999996,477,Upparpet,4.018577928926251,3.076923076923077,156.72453922812383,2,Morning Peak (08-12),0.792,3.182713719709591,41.3,48
185_188,12.97874713611111,77.58260454722222,36,MOTOR CYCLE,No Junction,0.1111111111111111,0.6777777777777777,0.8,24.9902,35,Upparpet,0.3607519325864382,0.02564102564102564,14.06932537087109,2,Morning Peak (08-12),0.694,0.25036184121498806,6.4,48
185_193,12.977722392307692,77.5908118025641,39,SCOOTER,BTP041 - Gopal Gowda Circle,1.0,0.7461538461538461,0.7435897435897436,30.381,27,Cubbon Park,0.23226788544081098,0.3076923076923077,9.058447532191629,2,Morning Peak (08-12),0.779,0.18093668275839175,4.8,71
185_194,12.978564785714287,77.5917187452381,42,CAR,BTP047 - Vidhan Soudha Metro Station,1.0,0.6928571428571428,0.7857142857142857,29.601000000000003,31,Cubbon Park,0.266937745718428,0.28205128205128205,10.410572083018689,2,Morning Peak (08-12),0.705,0.18819111073149172,5.0,71
185_206,12.978241173076922,77.60960461538461,26,CAR,BTP051 - Safina Plaza Junction,1.0,0.6038461538461538,1.0076923076923077,29.133,22,Shivajinagar,0.19798450298275969,0.10256410256410256,7.721395616327628,2,Morning Peak (08-12),1.12,0.22174264334069088,5.8,76
185_218,12.978029179310344,77.62832616551725,29,MOTOR CYCLE,No Junction,0.0,0.7793103448275861,0.7724137931034483,22.631999999999998,28,Halasur,0.2380068077704319,0.02564102564102564,9.282265503046844,2,Morning Peak (08-12),0.78,0.18564531006093687,4.9,69
185_219,12.978306893396226,77.62872761981131,106,SCOOTER,No Junction,0.0,0.8311320754716981,0.8198113207547169,93.945,85,Jeevanbheemanagar,0.7568366838063871,0.5384615384615384,29.516630668449096,1,Early Morning (04-08),0.886,0.670557301852459,14.8,69
185_224,12.978202711538462,77.63660777307692,26,SCOOTER,No Junction,0.0,0.6192307692307691,0.7846153846153846,15.654,20,Jeevanbheemanagar,0.16949434000608418,0.15384615384615385,6.610279260237283,2,Morning Peak (08-12),0.602,0.10203559268366268,2.8,72
185_225,12.978146420714285,77.63855623714285,140,SCOOTER,No Junction,0.0,0.7257142857142856,0.7528571428571428,101.22,89,Jeevanbheemanagar,0.7585587795488394,1.3076923076923077,29.58379240240474,2,Morning Peak (08-12),0.723,0.5484379976138108,12.6,72
185_226,12.978191344,77.63966947600001,175,SCOOTER,No Junction,0.0,0.7108571428571429,0.7462857142857142,120.624,111,Jeevanbheemanagar,0.9303451588420163,1.641025641025641,36.28346119483864,2,Morning Peak (08-12),0.689,0.6410078144421492,14.3,72
185_227,12.978282132866466,77.64123201336076,81,SCOOTER,No Junction,0.0,0.6777777777777778,0.6851851851851852,39.962,73,Jeevanbheemanagar,0.5088319138817282,0.20512820512820512,19.8444446413874,1,Early Morning (04-08),0.493,0.250854133543692,6.5,72
185_263,12.9787757490084,77.69529621859317,148,CAR,No Junction,0.0,0.7722972972972972,0.9797297297297297,109.61999999999999,104,Mahadevapura,1.0065614143360262,1.1282051282051282,39.25589515910503,1,Early Morning (04-08),0.741,0.7458620080229954,16.1,73
185_264,12.978780203571429,77.69647561785713,28,CAR,No Junction,0.0,0.6,1.0,13.824,17,Mahadevapura,0.20214283945490616,0.28205128205128205,7.883570738741341,0,Late Night (00-04),0.494,0.09985856269072364,2.7,73
185_275,12.977895546341465,77.71315105121951,41,SCOOTER,No Junction,0.0,0.897560975609756,0.6560975609756097,21.330000000000002,40,Mahadevapura,0.5488474669322263,0.02564102564102564,21.40505121035683,1,Early Morning (04-08),0.52,0.28540068280475767,7.2,264
186_165,12.979929754166667,77.54853426666666,24,CAR,BTP068 - Veeresh Theatre Junction,1.0,0.6749999999999999,1.2083333333333333,26.3614,16,Magadi Road,0.18902354849176353,0.20512820512820512,7.371918391178779,0,Late Night (00-04),1.098,0.20754785624395639,5.4,74
186_169,12.979868347643981,77.55419995078535,191,SCOOTER,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1.0,0.6465968586387435,0.7890052356020942,142.7062,130,Magadi Road,1.165553440867158,1.564102564102564,45.45658419381916,2,Morning Peak (08-12),0.747,0.870668420327767,18.1,75
186_170,12.980161429850131,77.555517876,80,CAR,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1.0,0.7162499999999999,0.985,82.5656,70,Magadi Road,0.604431968524691,0.2564102564102564,23.572846772462952,1,Early Morning (04-08),1.032,0.6237737915174811,14.0,75
186_171,12.980377009756097,77.5571096317073,41,CAR,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1.0,0.6439024390243903,0.924390243902439,31.3976,31,Magadi Road,0.2919364955404521,0.2564102564102564,11.385523326077632,0,Late Night (00-04),0.766,0.2236233555839863,5.8,75
186_176,12.979776977777776,77.56436397777777,27,SCOOTER,BTP074 - Leprosy Hospital Junction,0.8518518518518519,0.6592592592592593,0.7555555555555555,21.747600000000002,19,Magadi Road,0.1765608054031945,0.20512820512820512,6.885871410724586,2,Morning Peak (08-12),0.805,0.1421314483495716,3.8,265
186_180,12.979568596,77.570807856,25,PASSENGER AUTO,BTP057 - Anand Rao Junction,1.0,0.672,0.98,16.913,17,Chamarajpet,0.16132824396245163,0.20512820512820512,6.291801514535614,0,Late Night (00-04),0.677,0.10921922116257976,3.0,48
186_181,12.979792737974684,77.57254515189874,158,CAR,BTP057 - Anand Rao Junction,1.0,0.6955696202531645,1.049367088607595,119.9029,125,Upparpet,1.169834958457752,0.8461538461538461,45.623563379852335,0,Late Night (00-04),0.759,0.8879047334694339,18.3,48
186_182,12.980130702597402,77.57368398506493,154,CAR,BTP057 - Anand Rao Junction,1.0,0.7012987012987013,1.0974025974025974,183.7914,102,Upparpet,1.0401867868453347,1.3333333333333333,40.56728468696806,2,Morning Peak (08-12),1.193,1.2409428367064843,23.3,48
186_183,12.979802087088816,77.57492183799343,1216,CAR,BTP057 - Anand Rao Junction,1.0,0.687828947368421,0.902467105263158,1014.234,821,Upparpet,8.036422413779011,10.128205128205128,313.4204741373814,2,Morning Peak (08-12),0.834,6.702376293091695,58.9,48
186_184,12.979466151270207,77.57711212032332,433,CAR,BTP058 - Subbanna Junction,1.0,0.6404157043879908,0.8845265588914549,329.9764,291,Upparpet,2.7683639272514293,3.641025641025641,107.96619316280574,2,Morning Peak (08-12),0.762,2.109493312565589,32.7,48
186_185,12.979166785328639,77.57828978497652,852,CAR,BTP058 - Subbanna Junction,1.0,0.6357981220657276,0.9673708920187793,591.0735999999999,650,Upparpet,5.760547305877665,5.17948717948718,224.661344929229,0,Late Night (00-04),0.694,3.9978198302790995,46.4,48
186_186,12.97923056711558,77.57944140271516,385,CAR,BTP058 - Subbanna Junction,1.0,0.6361038961038961,0.9807792207792209,267.0681,302,Upparpet,2.7691209782964266,2.128205128205128,107.99571815356063,0,Late Night (00-04),0.694,1.92176995893772,30.9,48
186_187,12.979290415789475,77.58127537894737,95,CAR,No Junction,0.47368421052631576,0.6557894736842105,0.9063157894736842,65.5677,78,Upparpet,0.6804412673829427,0.4358974358974359,26.537209427934773,2,Morning Peak (08-12),0.69,0.46950447449423044,11.1,48
186_188,12.979171180769232,77.58275099615385,26,CAR,No Junction,0.4230769230769231,0.6692307692307692,1.0115384615384615,25.145,25,High ground,0.1906621692228991,0.02564102564102564,7.435824599693066,2,Morning Peak (08-12),0.967,0.18437031763854342,4.9,48
